City_ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,geraldton,-28.7667,114.6,289.38,94,75,3.09,AU,1686446277
282,statesboro,32.4488,-81.7832,298.89,57,75,2.57,US,1686446233
283,ust-nera,64.5667,143.2,290.98,46,100,2.94,RU,1686446277
284,akureyri,65.6835,-18.0878,280.11,57,20,3.09,IS,1686446278
285,alghero,40.5589,8.3181,291.2,100,0,0.51,IT,1686446278
286,undurkhaan,47.3194,110.6556,291.56,48,62,2.11,MN,1686446278
287,nadi,-17.8,177.4167,301.15,54,20,3.09,FJ,1686446278
288,bontang,0.1333,117.5,300.81,80,43,2.28,ID,1686446278
289,hasaki,35.7333,140.8333,295.53,91,100,2.93,JP,1686446278
290,big spring,32.2504,-101.4787,307.65,14,0,3.13,US,1686446069
291,chibougamau,49.9168,-74.3659,285.94,94,100,1.54,CA,1686446240
292,laguna,38.421,-121.4238,299.99,50,0,3.09,US,1686446278
293,sekong,-6.3996,106.0252,299.26,82,37,0.96,ID,1686446279
294,sretensk,52.2453,117.7093,297.28,43,2,0.48,RU,1686446279
295,aqadyr,48.2553,72.8483,288.72,46,0,3.98,KZ,1686446279
296,kaya,13.0917,-1.0844,304.13,42,80,5.87,BF,1686446279
297,fuglafjordur,62.244,-6.814,283.41,97,100,3.73,FO,1686446279
298,huanta,-12.9333,-74.25,286.2,76,6,2.42,PE,1686446279
299,reggane,26.7158,0.1714,305.8,11,0,3.78,DZ,1686446279
300,granite shoals,30.5891,-98.3839,306.92,45,0,4.63,US,1686446279
301,hammerfest,70.6634,23.6821,281.4,61,100,0.0,NO,1686446280
302,kupang,-10.1667,123.5833,302.47,61,20,7.2,ID,1686446280
303,maine soroa,13.2114,12.0241,302.92,53,100,3.96,NE,1686446280
304,mehtar lam,34.6714,70.2094,301.53,33,2,1.52,AF,1686446280
305,mana,5.6592,-53.7767,298.34,91,80,3.58,GF,1686446280
306,nemuro,43.3236,145.575,284.42,94,100,2.08,JP,1686446280
307,tutong,4.8,114.65,303.2,73,100,2.47,BN,1686446280
308,pontes e lacerda,-15.2261,-59.3353,296.5,68,1,1.26,BR,1686446281
309,coahuayana de hidalgo,18.7,-103.6583,300.73,75,100,2.25,MX,1686446281
310,tamanrasset,22.785,5.5228,299.1,24,0,1.03,DZ,1686446281
311,aripuana,-9.1667,-60.6333,299.77,66,89,0.16,BR,1686446281
312,walvis bay,-22.9575,14.5053,284.87,78,0,1.48,NA,1686446281
313,extrema,-22.8547,-46.3183,286.67,73,0,2.21,BR,1686446281
314,wynyard,-41.0,145.7167,287.58,77,56,1.54,AU,1686446281
315,taquarituba,-23.5331,-49.2444,289.62,72,1,1.22,BR,1686446282
316,namie,37.4833,141.0,294.01,98,100,3.25,JP,1686446282
317,minbu,20.1833,94.8833,302.4,64,58,5.55,MM,1686446282
318,keren,15.7778,38.4581,293.53,76,82,1.69,ER,1686446282
319,spring creek,40.7266,-115.5859,287.98,47,100,4.14,US,1686446282
320,manggar,-2.8833,108.2667,301.91,69,99,5.2,ID,1686446282
321,hamilton,39.1834,-84.5333,297.58,47,0,2.57,US,1686446282
322,greymouth,-42.4667,171.2,281.63,75,100,1.66,NZ,1686446283
323,el jadid,33.2549,-8.506,293.42,78,1,2.84,MA,1686446283
324,chingirlau,51.095,54.0814,291.88,45,55,2.97,KZ,1686446283
325,portland,45.5234,-122.6762,297.33,56,20,4.63,US,1686445791
326,st. john's,47.5649,-52.7093,282.58,96,100,4.63,CA,1686446120
327,binkolo,8.9533,-11.9779,296.38,97,100,2.24,SL,1686446283
328,pirallahi,40.4723,50.333,294.23,78,95,3.26,AZ,1686446283
329,tofol,5.3248,163.0078,300.8,78,75,4.1,FM,1686446283
330,keflavik,64.0049,-22.5624,281.39,71,75,8.23,IS,1686446283
331,nogliki,51.8333,143.1667,287.39,71,99,3.91,RU,1686446284
332,sambava,-14.2667,50.1667,294.06,79,0,3.13,MG,1686446284
333,dombarovskiy,50.7587,59.5386,290.96,40,13,3.08,RU,1686446284
334,port-vila,-17.7338,168.3219,298.93,65,75,7.2,VU,1686446284
335,datong,40.0936,113.2914,293.29,32,3,5.14,CN,1686446284
336,sao joao da barra,-21.6403,-41.0511,296.11,92,1,6.17,BR,1686446284
337,eyl,7.9803,49.8164,299.52,77,100,9.4,SO,1686446284
338,noumea,-22.2763,166.4572,299.14,99,0,5.65,NC,1686446284
339,zhezqazghan,47.7833,67.7667,291.47,48,0,4.0,KZ,1686446286
340,papao,-17.75,-149.55,301.97,69,29,6.51,PF,1686446286
341,viana do castelo,41.6932,-8.8329,288.52,92,7,1.57,PT,1686446286
342,andergrove,-21.0833,149.1833,296.84,77,67,6.1,AU,1686446286
343,lashio,22.9333,97.75,295.73,95,93,0.24,MM,1686446286
344,belton,38.812,-94.5319,294.65,92,100,2.57,US,1686446286
345,carnot,4.9409,15.8665,293.37,95,99,0.3,CF,1686446286
346,el abiodh sidi cheikh,32.893,0.5484,297.6,30,0,3.42,DZ,1686446286
347,chul'man,56.8479,124.9104,295.27,48,44,1.8,RU,1686446287
348,bela,25.9333,81.9833,308.26,26,0,2.83,IN,1686446287
349,zelenogradsk,54.9589,20.4767,287.02,55,0,5.0,RU,1686446287
350,nicoya,10.1483,-85.452,298.1,93,100,0.77,CR,1686446287
351,yanchep,-31.55,115.6833,290.16,67,100,6.84,AU,1686446287
352,kosum phisai,16.2486,103.0674,301.38,73,100,3.36,TH,1686446287
353,bununu,9.8681,9.6628,297.17,77,48,1.22,NG,1686446287
354,gulf shores,30.246,-87.7008,301.25,71,20,2.57,US,1686446287
355,krasnyy chikoy,50.3643,108.7512,294.16,37,99,1.48,RU,1686446288
356,el idrissia,34.4454,2.5275,292.57,48,5,5.46,DZ,1686446288
357,manokwari,-0.8667,134.0833,301.24,73,16,0.78,ID,1686446288
358,cooper's town,26.8667,-77.5167,300.78,75,0,3.02,BS,1686446288
359,rio grande,-32.035,-52.0986,287.53,71,90,1.13,BR,1686446288
360,las khorey,11.1595,48.1967,305.75,52,100,5.01,SO,1686446288
361,nong khai,17.9167,103.0833,302.07,84,87,2.46,TH,1686446288
362,lock haven,41.137,-77.4469,294.46,67,65,0.73,US,1686446289
363,kitimat,54.0524,-128.6534,297.36,48,44,3.58,CA,1686446289
364,ust-tsilma,65.441,52.1498,275.41,78,50,5.34,RU,1686446289
365,sos'va,59.1766,61.8558,280.33,68,0,3.85,RU,1686446289
366,bodaybo,57.8506,114.1933,298.36,46,38,1.14,RU,1686446289
367,gbarnga,6.9956,-9.4722,295.49,99,100,0.82,LR,1686446289
368,talitsa,56.8804,60.0213,284.45,91,100,2.59,RU,1686446289
369,faya-largeau,17.9257,19.1043,304.48,43,98,1.3,TD,1686446289
370,basco,20.4487,121.9702,301.43,84,47,8.82,PH,1686446289
371,ciudad lazaro cardenas,17.9583,-102.2,301.04,72,100,3.84,MX,1686446024
372,boguchany,58.3814,97.4531,286.68,46,0,4.47,RU,1686446290
373,mocksville,35.894,-80.5614,295.37,66,42,2.28,US,1686446290
374,bulungu,-4.55,18.6,294.57,94,32,0.1,CD,1686446290
375,mios,44.6049,-0.9333,292.36,94,0,1.54,FR,1686446290
376,kayes,14.0,-11.0,306.79,30,89,3.26,ML,1686446290
377,lau,9.2167,11.2833,298.42,80,100,1.68,NG,1686446290
378,pedernales,18.0384,-71.744,301.17,81,11,4.52,DO,1686446290
379,tolanaro,-25.0319,46.9987,291.77,83,0,1.85,MG,1686446290
380,port hedland,-20.3167,118.5667,298.18,29,28,3.6,AU,1686446291
381,arenas de san pedro,40.2104,-5.0869,289.93,71,100,1.77,ES,1686446291
382,port macquarie,-31.4333,152.9167,291.42,61,5,1.45,AU,1686446291
383,happy valley-goose bay,53.3168,-60.3315,287.32,72,20,6.69,CA,1686446111
384,antalaha,-14.9003,50.2788,293.31,86,4,2.56,MG,1686446291
385,nuku'alofa,-21.1333,-175.2,297.34,69,75,2.06,TO,1686446291
386,sechelt,49.4664,-123.7694,291.65,89,95,2.4,CA,1686446291
387,nadym,65.5333,72.5167,283.91,79,100,8.86,RU,1686446291
388,danbury,41.3948,-73.454,293.03,67,0,1.54,US,1686446108
389,quelimane,-17.8786,36.8883,294.47,95,0,1.38,MZ,1686446292
390,skadovs'k,46.1161,32.9112,290.48,90,100,10.71,UA,1686446292
391,vikulovo,56.8167,70.6107,284.93,74,98,4.0,RU,1686446292
392,al kharijah,25.4514,30.5464,300.34,29,0,3.83,EG,1686446292
393,kazan,55.7887,49.1221,279.49,75,81,2.63,RU,1686446202
394,tanah merah,5.8,102.15,301.05,95,99,1.19,MY,1686446292
395,barcelos,41.5388,-8.6151,290.33,93,3,1.03,PT,1686446292
396,ancud,-41.8697,-73.8203,279.0,78,25,2.06,CL,1686446292
397,vinh yen,21.31,105.5967,304.12,69,100,1.87,VN,1686446293
398,cadale,2.7603,46.3222,299.13,84,93,7.82,SO,1686446293
399,palmer,42.1584,-72.3287,290.9,68,100,1.54,US,1686446293
400,puerto baquerizo moreno,-0.9,-89.6,299.01,77,76,6.28,EC,1686446293
401,tougan,13.0667,-3.0667,304.43,43,100,5.25,BF,1686446293
402,camalu,30.85,-116.0667,290.72,75,98,4.76,MX,1686446293
403,birao,10.2849,22.7882,297.35,81,100,1.49,CF,1686446293
404,tual,-5.6667,132.75,300.43,77,35,9.34,ID,1686446293
405,kailua-kona,19.6406,-155.9956,301.13,84,75,6.17,US,1686446293
406,taoudenni,22.6783,-3.9836,307.52,14,0,6.57,ML,1686446294
407,el vigia,8.6219,-71.6506,299.52,80,97,2.35,VE,1686446294
408,watsa,3.0372,29.5355,290.69,99,100,0.15,CD,1686446294
409,borogontsy,62.6683,131.1683,296.19,32,70,3.51,RU,1686446294
410,kzyltu,53.6364,72.3414,289.44,66,0,1.24,KZ,1686446294
411,ulanhot,46.0833,122.0833,292.26,62,98,5.75,CN,1686446294
412,midelt,32.6852,-4.7451,290.91,72,41,2.15,MA,1686446294
413,hilton head island,32.2163,-80.7526,298.21,77,0,1.54,US,1686445728
414,city of balikpapan,-1.242,116.8942,302.12,84,20,3.6,ID,1686446295
415,zinjibar,13.1287,45.3807,305.54,57,100,3.92,YE,1686446295
416,salinas,36.6777,-121.6555,291.37,79,100,3.09,US,1686446283
417,hadibu,12.65,54.0333,301.29,80,94,8.76,YE,1686446295
418,moramanga,-18.9333,48.2,287.33,95,69,0.4,MG,1686446295
419,peniche,39.3558,-9.3811,290.07,94,0,0.28,PT,1686446295
420,amungan,15.3652,119.9582,299.97,87,100,4.94,PH,1686446295
421,creel,27.75,-107.6333,294.33,23,0,7.12,MX,1686446295
422,rosales,15.8944,120.6328,300.2,85,95,1.5,PH,1686446296
423,sovetskoye,52.2861,85.4131,285.83,82,0,1.13,RU,1686446296
424,alliance,40.9153,-81.1059,295.27,59,93,1.22,US,1686446296
425,conduaga,8.862,117.4893,302.75,73,98,3.92,PH,1686446296
426,alta,69.9689,23.2717,278.74,70,51,1.54,NO,1686446296
427,pechora,65.1472,57.2244,274.05,98,100,5.94,RU,1686446296
428,sapporo,43.0642,141.3469,294.01,73,75,5.66,JP,1686446296
429,natal,-5.795,-35.2094,297.51,100,20,3.09,BR,1686446296
430,sakaiminato,35.55,133.2333,296.14,88,75,2.57,JP,1686446296
431,isabela,6.7085,121.9711,304.18,67,100,1.29,PH,1686446297
432,bengkulu,-3.8004,102.2655,298.26,87,9,1.39,ID,1686446297
433,rudbar,30.15,62.6,300.13,30,0,3.48,AF,1686446297
434,mordovo,52.0834,40.77,285.23,68,100,8.35,RU,1686446297
435,kokologo,12.1897,-1.8856,301.63,54,99,4.88,BF,1686446297
436,panjab,34.388,67.0233,285.43,60,0,0.86,AF,1686446297
437,darnah,32.767,22.6367,294.45,62,18,4.7,LY,1686446297
438,bandon,51.7469,-8.7425,288.92,99,98,2.13,IE,1686446297
439,lerwick,60.1545,-1.1494,285.15,83,100,9.31,GB,1686446298
440,san julian,21.0167,-102.1667,302.4,9,8,4.46,MX,1686446298
441,turbat,26.0023,63.044,302.51,71,86,0.69,PK,1686446298
442,porto novo,6.4965,2.6036,300.05,92,100,2.45,BJ,1686446298
443,saint marys,30.7305,-81.5465,299.16,86,75,1.54,US,1686446298
444,el nido,11.1858,119.3956,301.9,80,100,6.5,PH,1686446298
445,turan,16.0678,108.2208,305.14,58,20,1.03,VN,1686446298
446,dhuusamarreeb,5.535,46.3861,297.32,76,99,7.99,SO,1686446298
447,qarazhal,48.0078,70.7903,290.51,43,0,3.61,KZ,1686446298
448,labrador city,52.9463,-66.9114,284.1,87,20,1.54,CA,1686446113
449,maceio,-9.6658,-35.7353,295.84,94,20,1.03,BR,1686446299
450,slave lake,55.2834,-114.769,301.14,34,0,7.2,CA,1686446299
451,bikenibeu village,1.3673,173.1241,305.13,70,20,4.63,KI,1686446299
452,mount gambier,-37.8333,140.7667,285.13,78,98,3.55,AU,1686446299
453,springfield,37.2153,-93.2982,297.07,69,0,3.09,US,1686446299
454,corbu,44.3833,28.65,289.89,94,0,3.6,RO,1686446299
455,palmas,-10.2128,-48.3603,298.28,61,18,1.3,BR,1686446142
456,tafuna,-14.3358,-170.72,303.12,84,40,3.09,AS,1686446299
457,codrington,-38.2667,141.9667,286.88,71,87,5.59,AU,1686446299
458,nar'yan-mar,67.6713,53.087,276.27,78,60,8.25,RU,1686446300
459,la ronge,55.1001,-105.2842,297.27,31,75,4.63,CA,1686446300
460,cidreira,-30.1811,-50.2056,290.87,92,100,8.45,BR,1686446300
461,lakatoro,-16.0999,167.4164,299.07,71,94,6.21,VU,1686446300
462,tvoroyri,61.5556,-6.8111,283.04,99,100,3.1,FO,1686446300
463,puerto armuelles,8.2833,-82.8667,301.02,88,100,2.24,PA,1686446300
464,micheweni,-4.9667,39.8333,298.23,84,32,5.53,TZ,1686446300
465,marina di pisa-tirrenia-calambrone,43.6272,10.292,293.15,90,7,1.54,IT,1686446014
466,kerman,30.2832,57.0788,290.07,51,0,0.0,IR,1686446300
467,petauke,-14.2426,31.3253,291.55,42,26,2.52,ZM,1686446301
468,mollerussa,41.6333,0.9,293.8,81,68,0.45,ES,1686446301
469,tobelo,1.7284,128.0095,301.89,75,63,1.74,ID,1686446301
470,cortez,37.3489,-108.5859,297.61,15,0,2.57,US,1686446301
471,es castell,39.8795,4.2854,293.53,100,20,1.54,ES,1686446301
472,bukama,-9.2,25.85,292.8,47,75,1.77,CD,1686446301
473,kill devil hills,36.0307,-75.676,296.16,73,0,5.14,US,1686446301
474,tanjung sepat,2.6579,101.5629,302.23,81,20,1.03,MY,1686446301
475,mogoytuy,51.2833,114.9167,294.21,46,10,1.86,RU,1686446302
476,negapatam,10.7667,79.8333,301.91,66,67,4.32,IN,1686446302
477,suva,-18.1416,178.4415,298.86,65,75,3.09,FJ,1686446302
478,fasa,28.9383,53.6482,292.73,34,0,0.0,IR,1686446302
479,high river,50.5834,-113.8687,300.46,52,86,7.6,CA,1686446012
480,boyolangu,-8.1181,111.8935,298.87,84,86,1.84,ID,1686446302
481,castillos,-34.1667,-53.8333,283.86,54,100,3.75,UY,1686446302
482,mollendo,-17.0231,-72.0147,289.95,84,55,2.27,PE,1686446302
483,menongue,-14.6585,17.691,285.45,47,44,1.07,AO,1686446302
484,vernouillet,48.7167,1.3667,292.13,91,100,0.74,FR,1686446303
485,lazaro cardenas,17.9583,-102.2,301.04,72,100,3.84,MX,1686446303
486,kingaroy,-26.5333,151.8333,292.95,45,0,3.45,AU,1686446303
487,la sarre,48.8002,-79.1996,283.25,66,100,5.71,CA,1686446303
488,holtville,32.8112,-115.3803,309.08,17,0,4.63,US,1686446303
489,bardai,11.65,7.2333,297.97,71,72,3.76,NG,1686446303
490,oshakati,-17.7833,15.6833,290.74,26,0,3.26,NA,1686446303
491,kimbe,-5.5502,150.1429,304.6,59,78,1.57,PG,1686446303
492,obidos,-1.9175,-55.5181,297.93,86,3,1.85,BR,1686446304
493,port moresby,-9.4431,147.1797,302.83,70,40,5.14,PG,1686446304
494,vicuna,-30.0319,-70.7081,289.69,60,28,1.22,CL,1686446219
495,gutao,37.2025,112.1781,297.27,23,100,1.59,CN,1686446304
496,novouzensk,50.4592,48.1431,291.42,69,100,7.34,RU,1686446304
497,fisterra,42.9049,-9.2629,287.6,91,30,3.48,ES,1686446304
498,volodarskiy,46.4013,48.5409,291.12,64,8,4.04,RU,1686446304
499,thunder bay,48.4001,-89.3168,286.14,54,3,6.69,CA,1686446199
500,bamboo flat,11.7,92.7167,301.49,86,100,8.89,IN,1686446304
501,tangerhutte,52.4333,11.8,289.38,73,18,3.17,DE,1686446304
502,bokoro,12.3807,17.0568,302.17,54,95,1.39,TD,1686446305
503,yuzhno-kurilsk,44.0306,145.8556,285.83,85,66,3.02,RU,1686446305
504,markala,13.7021,-6.0659,306.45,41,100,6.52,ML,1686446305
505,lisakovsk,52.5369,62.4936,290.54,45,15,3.06,KZ,1686446305
506,haiku-pauwela,20.9219,-156.3051,302.16,53,20,10.29,US,1686446305
507,rahimah,26.7079,50.0619,302.27,50,0,3.78,SA,1686446305
508,tangalle,6.024,80.7911,300.01,83,79,5.08,LK,1686446305
509,puerto aysen,-45.4,-72.7,274.54,97,100,2.15,CL,1686446228
510,bel ombre,-4.6167,55.4167,300.06,78,40,7.2,SC,1686446306
511,bam,29.106,58.357,301.37,24,0,2.79,IR,1686446306
512,armacao de buzios,-22.7469,-41.8817,290.18,81,0,2.19,BR,1686446306
513,el porvenir,13.7617,-87.3458,299.78,95,97,1.08,HN,1686446306
514,murom,55.5656,42.0417,277.51,77,100,3.0,RU,1686446306
515,shimonoseki,33.95,130.95,295.17,88,75,5.14,JP,1686446306
516,las choapas,17.9333,-94.0833,302.97,63,49,5.17,MX,1686446306
517,hun,29.1268,15.9477,302.65,24,3,6.01,LY,1686446306
518,eten,-6.9081,-79.8642,296.29,78,20,8.23,PE,1686446307
519,maua,-23.6678,-46.4614,293.31,63,0,3.1,BR,1686446307
520,byford,-32.2167,116.0,290.01,62,75,7.72,AU,1686446307
521,gujrat,32.5728,74.079,297.13,36,100,3.69,PK,1686446307
522,oster,50.9506,30.8823,285.69,92,100,7.8,UA,1686446307
523,kenora,49.8167,-94.4337,291.69,39,20,4.12,CA,1686446307
524,inari,68.906,27.0288,283.26,71,98,0.54,FI,1686446307
525,lensk,60.7253,114.9278,295.01,71,100,4.12,RU,1686446307
526,chinch'on,36.8567,127.4433,297.77,69,40,0.51,KR,1686446307
527,emerald,-23.5333,148.1667,295.01,47,0,3.02,AU,1686446308
528,gizo,-8.103,156.8419,301.88,73,73,2.02,SB,1686446308
529,galle,6.0367,80.217,300.29,85,82,6.32,LK,1686446308
530,contamana,-7.3333,-75.0167,296.8,92,8,1.29,PE,1686446308
531,ntoum,0.3833,9.7833,297.12,91,100,2.11,GA,1686446240
532,lhuentse,27.6679,91.1839,295.81,82,27,1.24,BT,1686446308
533,alhama de granada,37.0069,-3.9896,292.39,57,100,1.56,ES,1686446309
534,la passe,45.5549,-0.8967,292.03,89,91,3.06,FR,1686446309
535,businga,3.3333,20.8833,295.12,95,100,0.35,CD,1686446309
536,manchester,53.4809,-2.2374,293.28,69,100,2.06,GB,1686446026
537,vermillion,42.7794,-96.9292,295.77,82,99,3.66,US,1686446267
538,moyale,3.5167,39.0584,292.01,81,100,3.47,KE,1686446309
539,berdigestyakh,62.0989,126.6992,296.93,48,0,4.47,RU,1686446310
540,lincoln city,44.9582,-124.0179,295.3,74,14,10.73,US,1686446310
541,neosho,36.869,-94.368,297.21,76,67,0.45,US,1686446310
542,palikir - national government center,6.9248,158.1611,306.56,55,100,2.57,FM,1686446310
543,muisne,0.6,-80.0333,299.06,83,87,0.9,EC,1686446176
544,kurumkan,54.3,110.3,297.0,37,42,1.02,RU,1686446310
545,krasnokamsk,58.0802,55.7541,278.24,75,5,2.73,RU,1686446310
546,port shepstone,-30.7414,30.455,287.14,68,0,3.28,ZA,1686446311
547,tamandare,-8.7597,-35.1047,297.27,82,15,1.78,BR,1686446311
548,ma'rib,15.4591,45.3253,300.97,15,98,1.06,YE,1686446311
549,bansalan,6.8167,125.2167,301.44,70,100,0.87,PH,1686446311
550,oranjemund,-28.55,16.4333,284.78,91,0,0.61,NA,1686446149
551,axim,4.8699,-2.2405,297.75,89,100,5.96,GH,1686446311
552,kemijarvi,66.7131,27.4306,280.08,58,57,3.46,FI,1686446311
553,karungdong,5.8844,121.263,302.1,76,100,2.89,PH,1686446311
554,togur,58.3631,82.8265,286.19,54,0,2.27,RU,1686446311
555,greenville,35.6127,-77.3663,298.12,46,0,4.12,US,1686446197
556,senahu,15.4,-89.8333,294.14,64,66,0.67,GT,1686446312
557,bodo,67.28,14.405,283.02,87,0,4.12,NO,1686446312
558,ain fakroun,35.9711,6.8737,286.51,84,49,2.0,DZ,1686446312
559,pangody,65.85,74.4859,281.46,84,100,8.34,RU,1686446312
560,berezovyy,51.6667,135.7,295.69,64,100,3.44,RU,1686446312
561,puntarenas,9.9763,-84.8384,299.54,86,100,1.97,CR,1686446126
562,taiyuan,37.8694,112.5603,297.07,27,0,2.0,CN,1686446312
563,zelenogorsk,56.1147,94.5861,287.33,72,91,2.72,RU,1686446313
564,tromso,69.6496,18.957,281.69,81,99,0.45,NO,1686446313
565,lucapa,-8.4192,20.7447,297.2,43,100,1.56,AO,1686446313
